CallTypeGroup,UnitType,Neighborhooods
Potentially Life-Threatening,MEDIC,Presidio
Potentially Life-Threatening,MEDIC,Presidio Heights
Potentially Life-Threatening,MEDIC,Russian Hill
Potentially Life-Threatening,MEDIC,Seacliff
Potentially Life-Threatening,MEDIC,South of Market
Potentially Life-Threatening,MEDIC,Sunset/Parkside
Potentially Life-Threatening,MEDIC,Tenderloin
Potentially Life-Threatening,MEDIC,Treasure Island
Potentially Life-Threatening,MEDIC,Twin Peaks
Potentially Life-Threatening,MEDIC,Visitacion Valley
Potentially Life-Threatening,MEDIC,Western Addition
Potentially Life-Threatening,MEDIC,West of Twin Peaks
Potentially Life-Threatening,PRIVATE,Bayview Hunters Point
Potentially Life-Threatening,PRIVATE,Bernal Heights
Potentially Life-Threatening,PRIVATE,Castro/Upper Market
Potentially Life-Threatening,PRIVATE,Chinatown
Potentially Life-Threatening,PRIVATE,Excelsior
Potentially Life-Threatening,PRIVATE,Financial District/South Beach
Potentially Life-Threatening,PRIVATE,Glen Park
Potentially Life-Threatening,PRIVATE,Golden Gate Park
Potentially Life-Threatening,PRIVATE,Haight Ashbury
Potentially Life-Threatening,PRIVATE,Hayes Valley
Potentially Life-Threatening,PRIVATE,Inner Richmond
Potentially Life-Threatening,PRIVATE,Inner Sunset
Potentially Life-Threatening,PRIVATE,Japantown
Potentially Life-Threatening,PRIVATE,Lakeshore
Potentially Life-Threatening,PRIVATE,Lincoln Park
Potentially Life-Threatening,PRIVATE,Lone Mountain/USF
Potentially Life-Threatening,PRIVATE,Marina
Potentially Life-Threatening,PRIVATE,McLaren Park
Potentially Life-Threatening,PRIVATE,Mission
Potentially Life-Threatening,PRIVATE,Mission Bay
Potentially Life-Threatening,PRIVATE,Nob Hill
Potentially Life-Threatening,PRIVATE,Noe Valley
Potentially Life-Threatening,PRIVATE,North Beach
Potentially Life-Threatening,PRIVATE,Oceanview/Merced/Ingleside
Potentially Life-Threatening,PRIVATE,Outer Mission
Potentially Life-Threatening,PRIVATE,Outer Richmond
Potentially Life-Threatening,PRIVATE,Pacific Heights
Potentially Life-Threatening,PRIVATE,Portola
Potentially Life-Threatening,PRIVATE,Potrero Hill
Potentially Life-Threatening,PRIVATE,Presidio
Potentially Life-Threatening,PRIVATE,Presidio Heights
Potentially Life-Threatening,PRIVATE,Russian Hill
Potentially Life-Threatening,PRIVATE,Seacliff
Potentially Life-Threatening,PRIVATE,South of Market
Potentially Life-Threatening,PRIVATE,Sunset/Parkside
Potentially Life-Threatening,PRIVATE,Tenderloin
Potentially Life-Threatening,PRIVATE,Treasure Island
Potentially Life-Threatening,PRIVATE,Twin Peaks
Potentially Life-Threatening,PRIVATE,Visitacion Valley
Potentially Life-Threatening,PRIVATE,Western Addition
Potentially Life-Threatening,PRIVATE,West of Twin Peaks
Potentially Life-Threatening,RESCUE CAPTAIN,Bayview Hunters Point
Potentially Life-Threatening,RESCUE CAPTAIN,Bernal Heights
Potentially Life-Threatening,RESCUE CAPTAIN,Castro/Upper Market
Potentially Life-Threatening,RESCUE CAPTAIN,Chinatown
Potentially Life-Threatening,RESCUE CAPTAIN,Excelsior
Potentially Life-Threatening,RESCUE CAPTAIN,Financial District/South Beach
Potentially Life-Threatening,RESCUE CAPTAIN,Glen Park
Potentially Life-Threatening,RESCUE CAPTAIN,Golden Gate Park
Potentially Life-Threatening,RESCUE CAPTAIN,Haight Ashbury
Potentially Life-Threatening,RESCUE CAPTAIN,Hayes Valley
Potentially Life-Threatening,RESCUE CAPTAIN,Inner Richmond
Potentially Life-Threatening,RESCUE CAPTAIN,Inner Sunset
Potentially Life-Threatening,RESCUE CAPTAIN,Japantown
Potentially Life-Threatening,RESCUE CAPTAIN,Lakeshore
Potentially Life-Threatening,RESCUE CAPTAIN,Lincoln Park
Potentially Life-Threatening,RESCUE CAPTAIN,Lone Mountain/USF
Potentially Life-Threatening,RESCUE CAPTAIN,Marina
Potentially Life-Threatening,RESCUE CAPTAIN,McLaren Park
Potentially Life-Threatening,RESCUE CAPTAIN,Mission
Potentially Life-Threatening,RESCUE CAPTAIN,Mission Bay
Potentially Life-Threatening,RESCUE CAPTAIN,Nob Hill
Potentially Life-Threatening,RESCUE CAPTAIN,Noe Valley
Potentially Life-Threatening,RESCUE CAPTAIN,North Beach
Potentially Life-Threatening,RESCUE CAPTAIN,Oceanview/Merced/Ingleside
Potentially Life-Threatening,RESCUE CAPTAIN,Outer Mission
Potentially Life-Threatening,RESCUE CAPTAIN,Outer Richmond
Potentially Life-Threatening,RESCUE CAPTAIN,Pacific Heights
Potentially Life-Threatening,RESCUE CAPTAIN,Portola
Potentially Life-Threatening,RESCUE CAPTAIN,Potrero Hill
Potentially Life-Threatening,RESCUE CAPTAIN,Presidio
Potentially Life-Threatening,RESCUE CAPTAIN,Presidio Heights
Potentially Life-Threatening,RESCUE CAPTAIN,Russian Hill
Potentially Life-Threatening,RESCUE CAPTAIN,Seacliff
Potentially Life-Threatening,RESCUE CAPTAIN,South of Market
Potentially Life-Threatening,RESCUE CAPTAIN,Sunset/Parkside
Potentially Life-Threatening,RESCUE CAPTAIN,Tenderloin
Potentially Life-Threatening,RESCUE CAPTAIN,Treasure Island
Potentially Life-Threatening,RESCUE CAPTAIN,Twin Peaks
Potentially Life-Threatening,RESCUE CAPTAIN,Visitacion Valley
Potentially Life-Threatening,RESCUE CAPTAIN,Western Addition
Potentially Life-Threatening,RESCUE CAPTAIN,West of Twin Peaks
Potentially Life-Threatening,RESCUE SQUAD,Bayview Hunters Point
Potentially Life-Threatening,RESCUE SQUAD,Bernal Heights
Potentially Life-Threatening,RESCUE SQUAD,Castro/Upper Market
Potentially Life-Threatening,RESCUE SQUAD,Chinatown
Potentially Life-Threatening,RESCUE SQUAD,Excelsior
Potentially Life-Threatening,RESCUE SQUAD,Financial District/South Beach
Potentially Life-Threatening,RESCUE SQUAD,Glen Park
Potentially Life-Threatening,RESCUE SQUAD,Golden Gate Park
Potentially Life-Threatening,RESCUE SQUAD,Haight Ashbury
Potentially Life-Threatening,RESCUE SQUAD,Hayes Valley
Potentially Life-Threatening,RESCUE SQUAD,Inner Richmond
Potentially Life-Threatening,RESCUE SQUAD,Inner Sunset
Potentially Life-Threatening,RESCUE SQUAD,Japantown
Potentially Life-Threatening,RESCUE SQUAD,Lakeshore
Potentially Life-Threatening,RESCUE SQUAD,Lincoln Park
Potentially Life-Threatening,RESCUE SQUAD,Lone Mountain/USF
Potentially Life-Threatening,RESCUE SQUAD,Marina
Potentially Life-Threatening,RESCUE SQUAD,McLaren Park
Potentially Life-Threatening,RESCUE SQUAD,Mission
Potentially Life-Threatening,RESCUE SQUAD,Mission Bay
Potentially Life-Threatening,RESCUE SQUAD,Nob Hill
Potentially Life-Threatening,RESCUE SQUAD,Noe Valley
Potentially Life-Threatening,RESCUE SQUAD,North Beach
Potentially Life-Threatening,RESCUE SQUAD,Oceanview/Merced/Ingleside
Potentially Life-Threatening,RESCUE SQUAD,Outer Mission
Potentially Life-Threatening,RESCUE SQUAD,Outer Richmond
Potentially Life-Threatening,RESCUE SQUAD,Pacific Heights
Potentially Life-Threatening,RESCUE SQUAD,Portola
Potentially Life-Threatening,RESCUE SQUAD,Potrero Hill
Potentially Life-Threatening,RESCUE SQUAD,Presidio
Potentially Life-Threatening,RESCUE SQUAD,Presidio Heights
Potentially Life-Threatening,RESCUE SQUAD,Russian Hill
Potentially Life-Threatening,RESCUE SQUAD,Seacliff
Potentially Life-Threatening,RESCUE SQUAD,South of Market
Potentially Life-Threatening,RESCUE SQUAD,Sunset/Parkside
Potentially Life-Threatening,RESCUE SQUAD,Tenderloin
Potentially Life-Threatening,RESCUE SQUAD,Treasure Island
Potentially Life-Threatening,RESCUE SQUAD,Twin Peaks
Potentially Life-Threatening,RESCUE SQUAD,Visitacion Valley
Potentially Life-Threatening,RESCUE SQUAD,Western Addition
Potentially Life-Threatening,RESCUE SQUAD,West of Twin Peaks
Potentially Life-Threatening,SUPPORT,Bayview Hunters Point
Potentially Life-Threatening,SUPPORT,Bernal Heights
Potentially Life-Threatening,SUPPORT,Castro/Upper Market
Potentially Life-Threatening,SUPPORT,Chinatown
Potentially Life-Threatening,SUPPORT,Excelsior
Potentially Life-Threatening,SUPPORT,Financial District/South Beach
Potentially Life-Threatening,SUPPORT,Glen Park
Potentially Life-Threatening,SUPPORT,Golden Gate Park
Potentially Life-Threatening,SUPPORT,Haight Ashbury
Potentially Life-Threatening,SUPPORT,Hayes Valley
Potentially Life-Threatening,SUPPORT,Inner Richmond
Potentially Life-Threatening,SUPPORT,Inner Sunset
Potentially Life-Threatening,SUPPORT,Japantown
Potentially Life-Threatening,SUPPORT,Lakeshore
Potentially Life-Threatening,SUPPORT,Lincoln Park
Potentially Life-Threatening,SUPPORT,Lone Mountain/USF
Potentially Life-Threatening,SUPPORT,Marina
Potentially Life-Threatening,SUPPORT,Mission
Potentially Life-Threatening,SUPPORT,Mission Bay
Potentially Life-Threatening,SUPPORT,Nob Hill
Potentially Life-Threatening,SUPPORT,Noe Valley
Potentially Life-Threatening,SUPPORT,North Beach
Potentially Life-Threatening,SUPPORT,Oceanview/Merced/Ingleside
Potentially Life-Threatening,SUPPORT,Outer Mission
Potentially Life-Threatening,SUPPORT,Outer Richmond
Potentially Life-Threatening,SUPPORT,Pacific Heights
Potentially Life-Threatening,SUPPORT,Portola
Potentially Life-Threatening,SUPPORT,Potrero Hill
Potentially Life-Threatening,SUPPORT,Presidio
Potentially Life-Threatening,SUPPORT,Russian Hill
Potentially Life-Threatening,SUPPORT,Seacliff
Potentially Life-Threatening,SUPPORT,South of Market
Potentially Life-Threatening,SUPPORT,Sunset/Parkside
Potentially Life-Threatening,SUPPORT,Tenderloin
Potentially Life-Threatening,SUPPORT,Treasure Island
Potentially Life-Threatening,SUPPORT,Twin Peaks
Potentially Life-Threatening,SUPPORT,Visitacion Valley
Potentially Life-Threatening,SUPPORT,Western Addition
Potentially Life-Threatening,SUPPORT,West of Twin Peaks
Potentially Life-Threatening,TRUCK,Bayview Hunters Point
Potentially Life-Threatening,TRUCK,Bernal Heights
Potentially Life-Threatening,TRUCK,Castro/Upper Market
Potentially Life-Threatening,TRUCK,Chinatown
Potentially Life-Threatening,TRUCK,Excelsior
Potentially Life-Threatening,TRUCK,Financial District/South Beach
Potentially Life-Threatening,TRUCK,Glen Park
Potentially Life-Threatening,TRUCK,Golden Gate Park
Potentially Life-Threatening,TRUCK,Haight Ashbury
Potentially Life-Threatening,TRUCK,Hayes Valley
Potentially Life-Threatening,TRUCK,Inner Richmond
Potentially Life-Threatening,TRUCK,Inner Sunset
Potentially Life-Threatening,TRUCK,Japantown
Potentially Life-Threatening,TRUCK,Lakeshore
Potentially Life-Threatening,TRUCK,Lincoln Park
Potentially Life-Threatening,TRUCK,Lone Mountain/USF
Potentially Life-Threatening,TRUCK,Marina
Potentially Life-Threatening,TRUCK,McLaren Park
Potentially Life-Threatening,TRUCK,Mission
Potentially Life-Threatening,TRUCK,Mission Bay
Potentially Life-Threatening,TRUCK,Nob Hill
Potentially Life-Threatening,TRUCK,Noe Valley
Potentially Life-Threatening,TRUCK,North Beach
Potentially Life-Threatening,TRUCK,Oceanview/Merced/Ingleside
Potentially Life-Threatening,TRUCK,Outer Mission
Potentially Life-Threatening,TRUCK,Outer Richmond
Potentially Life-Threatening,TRUCK,Pacific Heights
Potentially Life-Threatening,TRUCK,Portola
Potentially Life-Threatening,TRUCK,Potrero Hill
Potentially Life-Threatening,TRUCK,Presidio
Potentially Life-Threatening,TRUCK,Presidio Heights
Potentially Life-Threatening,TRUCK,Russian Hill
Potentially Life-Threatening,TRUCK,Seacliff
Potentially Life-Threatening,TRUCK,South of Market
Potentially Life-Threatening,TRUCK,Sunset/Parkside
Potentially Life-Threatening,TRUCK,Tenderloin
Potentially Life-Threatening,TRUCK,Treasure Island
Potentially Life-Threatening,TRUCK,Twin Peaks
Potentially Life-Threatening,TRUCK,Visitacion Valley
Potentially Life-Threatening,TRUCK,Western Addition
Potentially Life-Threatening,TRUCK,West of Twin Peaks
,AIRPORT,Bayview Hunters Point
,AIRPORT,Bernal Heights
,AIRPORT,Castro/Upper Market
,AIRPORT,Chinatown
,AIRPORT,Excelsior
,AIRPORT,Financial District/South Beach
,AIRPORT,Glen Park
,AIRPORT,Golden Gate Park
,AIRPORT,Haight Ashbury
,AIRPORT,Hayes Valley
,AIRPORT,Inner Richmond
,AIRPORT,Inner Sunset
,AIRPORT,Japantown
,AIRPORT,Lakeshore
,AIRPORT,Lincoln Park
,AIRPORT,Lone Mountain/USF
,AIRPORT,Marina
,AIRPORT,McLaren Park
,AIRPORT,Mission
,AIRPORT,Mission Bay
,AIRPORT,Nob Hill
,AIRPORT,Noe Valley
,AIRPORT,North Beach
,AIRPORT,Oceanview/Merced/Ingleside
,AIRPORT,Outer Mission
,AIRPORT,Outer Richmond
,AIRPORT,Pacific Heights
,AIRPORT,Portola
,AIRPORT,Potrero Hill
,AIRPORT,Presidio
,AIRPORT,Presidio Heights
,AIRPORT,Russian Hill
,AIRPORT,Seacliff
,AIRPORT,South of Market
,AIRPORT,Sunset/Parkside
,AIRPORT,Tenderloin
,AIRPORT,Treasure Island
,AIRPORT,Twin Peaks
,AIRPORT,Visitacion Valley
,AIRPORT,Western Addition
,AIRPORT,West of Twin Peaks
,CHIEF,Bayview Hunters Point
,CHIEF,Bernal Heights
,CHIEF,Castro/Upper Market
,CHIEF,Chinatown
,CHIEF,Excelsior
,CHIEF,Financial District/South Beach
,CHIEF,Glen Park
,CHIEF,Golden Gate Park
,CHIEF,Haight Ashbury
,CHIEF,Hayes Valley
,CHIEF,Inner Richmond
,CHIEF,Inner Sunset
,CHIEF,Japantown
,CHIEF,Lakeshore
,CHIEF,Lincoln Park
,CHIEF,Lone Mountain/USF
,CHIEF,Marina
,CHIEF,McLaren Park
,CHIEF,Mission
,CHIEF,Mission Bay
,CHIEF,Nob Hill
,CHIEF,Noe Valley
,CHIEF,North Beach
,CHIEF,Oceanview/Merced/Ingleside
,CHIEF,Outer Mission
,CHIEF,Outer Richmond
,CHIEF,Pacific Heights
,CHIEF,Portola
,CHIEF,Potrero Hill
,CHIEF,Presidio
,CHIEF,Presidio Heights
,CHIEF,Russian Hill
,CHIEF,Seacliff
,CHIEF,South of Market
,CHIEF,Sunset/Parkside
,CHIEF,Tenderloin
,CHIEF,Treasure Island
,CHIEF,Twin Peaks
,CHIEF,Visitacion Valley
,CHIEF,Western Addition
,CHIEF,West of Twin Peaks
,ENGINE,Bayview Hunters Point
,ENGINE,Bernal Heights
,ENGINE,Castro/Upper Market
,ENGINE,Chinatown
,ENGINE,Excelsior
,ENGINE,Financial District/South Beach
,ENGINE,Glen Park
,ENGINE,Golden Gate Park
,ENGINE,Haight Ashbury
,ENGINE,Hayes Valley
,ENGINE,Inner Richmond
,ENGINE,Inner Sunset
,ENGINE,Japantown
,ENGINE,Lakeshore
,ENGINE,Lincoln Park
,ENGINE,Lone Mountain/USF
,ENGINE,Marina
,ENGINE,McLaren Park
,ENGINE,Mission
,ENGINE,Mission Bay
,ENGINE,Nob Hill
,ENGINE,Noe Valley
,ENGINE,North Beach
,ENGINE,Oceanview/Merced/Ingleside
,ENGINE,Outer Mission
,ENGINE,Outer Richmond
,ENGINE,Pacific Heights
,ENGINE,Portola
,ENGINE,Potrero Hill
,ENGINE,Presidio
,ENGINE,Presidio Heights
,ENGINE,Russian Hill
,ENGINE,Seacliff
,ENGINE,South of Market
,ENGINE,Sunset/Parkside
,ENGINE,Tenderloin
,ENGINE,Treasure Island
,ENGINE,Twin Peaks
,ENGINE,Visitacion Valley
,ENGINE,Western Addition
,ENGINE,West of Twin Peaks
,INVESTIGATION,Bayview Hunters Point
,INVESTIGATION,Bernal Heights
,INVESTIGATION,Castro/Upper Market
,INVESTIGATION,Chinatown
,INVESTIGATION,Excelsior
,INVESTIGATION,Financial District/South Beach
,INVESTIGATION,Glen Park
,INVESTIGATION,Golden Gate Park
,INVESTIGATION,Haight Ashbury
,INVESTIGATION,Hayes Valley
,INVESTIGATION,Inner Richmond
,INVESTIGATION,Inner Sunset
,INVESTIGATION,Japantown
,INVESTIGATION,Lakeshore
,INVESTIGATION,Lincoln Park
,INVESTIGATION,Lone Mountain/USF
,INVESTIGATION,Marina
,INVESTIGATION,McLaren Park
,INVESTIGATION,Mission
,INVESTIGATION,Mission Bay
,INVESTIGATION,Nob Hill
,INVESTIGATION,Noe Valley
,INVESTIGATION,North Beach
,INVESTIGATION,Oceanview/Merced/Ingleside
,INVESTIGATION,Outer Mission
,INVESTIGATION,Outer Richmond
,INVESTIGATION,Pacific Heights
,INVESTIGATION,Portola
,INVESTIGATION,Potrero Hill
,INVESTIGATION,Presidio
,INVESTIGATION,Presidio Heights
,INVESTIGATION,Russian Hill
,INVESTIGATION,Seacliff
,INVESTIGATION,South of Market
,INVESTIGATION,Sunset/Parkside
,INVESTIGATION,Tenderloin
,INVESTIGATION,Treasure Island
,INVESTIGATION,Twin Peaks
,INVESTIGATION,Visitacion Valley
,INVESTIGATION,Western Addition
,INVESTIGATION,West of Twin Peaks
,MEDIC,Bayview Hunters Point
,MEDIC,Bernal Heights
,MEDIC,Castro/Upper Market
,MEDIC,Chinatown
,MEDIC,Excelsior
,MEDIC,Financial District/South Beach
,MEDIC,Glen Park
,MEDIC,Golden Gate Park
,MEDIC,Haight Ashbury
,MEDIC,Hayes Valley
,MEDIC,Inner Richmond
,MEDIC,Inner Sunset
,MEDIC,Japantown
,MEDIC,Lakeshore
,MEDIC,Lincoln Park
,MEDIC,Lone Mountain/USF
,MEDIC,Marina
,MEDIC,McLaren Park
,MEDIC,Mission
,MEDIC,Mission Bay
,MEDIC,Nob Hill
,MEDIC,Noe Valley
,MEDIC,North Beach
,MEDIC,Oceanview/Merced/Ingleside
,MEDIC,Outer Mission
,MEDIC,Outer Richmond
,MEDIC,Pacific Heights
,MEDIC,Portola
,MEDIC,Potrero Hill
,MEDIC,Presidio
,MEDIC,Presidio Heights
,MEDIC,Russian Hill
,MEDIC,Seacliff
,MEDIC,South of Market
,MEDIC,Sunset/Parkside
,MEDIC,Tenderloin
,MEDIC,Treasure Island
,MEDIC,Twin Peaks
,MEDIC,Visitacion Valley
,MEDIC,Western Addition
,MEDIC,West of Twin Peaks
,PRIVATE,Bayview Hunters Point
,PRIVATE,Bernal Heights
,PRIVATE,Castro/Upper Market
,PRIVATE,Chinatown
,PRIVATE,Excelsior
,PRIVATE,Financial District/South Beach
,PRIVATE,Glen Park
,PRIVATE,Golden Gate Park
,PRIVATE,Haight Ashbury
,PRIVATE,Hayes Valley
,PRIVATE,Inner Richmond
,PRIVATE,Inner Sunset
,PRIVATE,Japantown
,PRIVATE,Lakeshore
,PRIVATE,Lincoln Park
,PRIVATE,Lone Mountain/USF
,PRIVATE,Marina
,PRIVATE,McLaren Park
,PRIVATE,Mission
,PRIVATE,Mission Bay
,PRIVATE,Nob Hill
,PRIVATE,Noe Valley
,PRIVATE,North Beach
,PRIVATE,Oceanview/Merced/Ingleside
,PRIVATE,Outer Mission
,PRIVATE,Outer Richmond
,PRIVATE,Pacific Heights
,PRIVATE,Portola
,PRIVATE,Potrero Hill
,PRIVATE,Presidio
,PRIVATE,Presidio Heights
,PRIVATE,Russian Hill
,PRIVATE,Seacliff
,PRIVATE,South of Market
,PRIVATE,Sunset/Parkside
,PRIVATE,Tenderloin
,PRIVATE,Treasure Island
,PRIVATE,Twin Peaks
,PRIVATE,Visitacion Valley
,PRIVATE,Western Addition
,PRIVATE,West of Twin Peaks
,RESCUE CAPTAIN,Bayview Hunters Point
,RESCUE CAPTAIN,Bernal Heights
,RESCUE CAPTAIN,Castro/Upper Market
,RESCUE CAPTAIN,Chinatown
,RESCUE CAPTAIN,Excelsior
,RESCUE CAPTAIN,Financial District/South Beach
,RESCUE CAPTAIN,Glen Park
,RESCUE CAPTAIN,Golden Gate Park
,RESCUE CAPTAIN,Haight Ashbury
,RESCUE CAPTAIN,Hayes Valley
,RESCUE CAPTAIN,Inner Richmond
,RESCUE CAPTAIN,Inner Sunset
,RESCUE CAPTAIN,Japantown
,RESCUE CAPTAIN,Lakeshore
,RESCUE CAPTAIN,Lincoln Park
,RESCUE CAPTAIN,Lone Mountain/USF
,RESCUE CAPTAIN,Marina
,RESCUE CAPTAIN,McLaren Park
,RESCUE CAPTAIN,Mission
,RESCUE CAPTAIN,Mission Bay
,RESCUE CAPTAIN,Nob Hill
,RESCUE CAPTAIN,Noe Valley
,RESCUE CAPTAIN,North Beach
,RESCUE CAPTAIN,Oceanview/Merced/Ingleside
,RESCUE CAPTAIN,Outer Mission
,RESCUE CAPTAIN,Outer Richmond
,RESCUE CAPTAIN,Pacific Heights
,RESCUE CAPTAIN,Portola
,RESCUE CAPTAIN,Potrero Hill
,RESCUE CAPTAIN,Presidio
,RESCUE CAPTAIN,Presidio Heights
,RESCUE CAPTAIN,Russian Hill
,RESCUE CAPTAIN,Seacliff
,RESCUE CAPTAIN,South of Market
,RESCUE CAPTAIN,Sunset/Parkside
,RESCUE CAPTAIN,Tenderloin
,RESCUE CAPTAIN,Treasure Island
,RESCUE CAPTAIN,Twin Peaks
,RESCUE CAPTAIN,Visitacion Valley
,RESCUE CAPTAIN,Western Addition
,RESCUE CAPTAIN,West of Twin Peaks
,RESCUE SQUAD,Bayview Hunters Point
,RESCUE SQUAD,Bernal Heights
,RESCUE SQUAD,Castro/Upper Market
,RESCUE SQUAD,Chinatown
,RESCUE SQUAD,Excelsior
,RESCUE SQUAD,Financial District/South Beach
,RESCUE SQUAD,Glen Park
,RESCUE SQUAD,Golden Gate Park
,RESCUE SQUAD,Haight Ashbury
,RESCUE SQUAD,Hayes Valley
,RESCUE SQUAD,Inner Richmond
,RESCUE SQUAD,Inner Sunset
,RESCUE SQUAD,Japantown
,RESCUE SQUAD,Lakeshore
,RESCUE SQUAD,Lincoln Park
,RESCUE SQUAD,Lone Mountain/USF
,RESCUE SQUAD,Marina
,RESCUE SQUAD,McLaren Park
,RESCUE SQUAD,Mission
,RESCUE SQUAD,Mission Bay
,RESCUE SQUAD,Nob Hill
,RESCUE SQUAD,Noe Valley
,RESCUE SQUAD,North Beach
,RESCUE SQUAD,Oceanview/Merced/Ingleside
,RESCUE SQUAD,Outer Mission
,RESCUE SQUAD,Outer Richmond
,RESCUE SQUAD,Pacific Heights
,RESCUE SQUAD,Portola
,RESCUE SQUAD,Potrero Hill
,RESCUE SQUAD,Presidio
,RESCUE SQUAD,Presidio Heights
,RESCUE SQUAD,Russian Hill
,RESCUE SQUAD,Seacliff
,RESCUE SQUAD,South of Market
,RESCUE SQUAD,Sunset/Parkside
,RESCUE SQUAD,Tenderloin
,RESCUE SQUAD,Treasure Island
,RESCUE SQUAD,Twin Peaks
,RESCUE SQUAD,Visitacion Valley
,RESCUE SQUAD,Western Addition
,RESCUE SQUAD,West of Twin Peaks
,SUPPORT,Bayview Hunters Point
,SUPPORT,Bernal Heights
,SUPPORT,Castro/Upper Market
,SUPPORT,Chinatown
,SUPPORT,Excelsior
,SUPPORT,Financial District/South Beach
,SUPPORT,Glen Park
,SUPPORT,Golden Gate Park
,SUPPORT,Haight Ashbury
,SUPPORT,Hayes Valley
,SUPPORT,Inner Richmond
,SUPPORT,Inner Sunset
,SUPPORT,Japantown
,SUPPORT,Lakeshore
,SUPPORT,Lincoln Park
,SUPPORT,Lone Mountain/USF
,SUPPORT,Marina
,SUPPORT,McLaren Park
,SUPPORT,Mission
,SUPPORT,Mission Bay
,SUPPORT,Nob Hill
,SUPPORT,Noe Valley
,SUPPORT,North Beach
,SUPPORT,Oceanview/Merced/Ingleside
,SUPPORT,Outer Mission
,SUPPORT,Outer Richmond
,SUPPORT,Pacific Heights
,SUPPORT,Portola
,SUPPORT,Potrero Hill
,SUPPORT,Presidio
,SUPPORT,Presidio Heights
,SUPPORT,Russian Hill
,SUPPORT,Seacliff
,SUPPORT,South of Market
,SUPPORT,Sunset/Parkside
,SUPPORT,Tenderloin
,SUPPORT,Treasure Island
,SUPPORT,Twin Peaks
,SUPPORT,Visitacion Valley
,SUPPORT,Western Addition
,SUPPORT,West of Twin Peaks
,TRUCK,Bayview Hunters Point
,TRUCK,Bernal Heights
,TRUCK,Castro/Upper Market
,TRUCK,Chinatown
,TRUCK,Excelsior
,TRUCK,Financial District/South Beach
,TRUCK,Glen Park
,TRUCK,Golden Gate Park
,TRUCK,Haight Ashbury
,TRUCK,Hayes Valley
,TRUCK,Inner Richmond
,TRUCK,Inner Sunset
,TRUCK,Japantown
,TRUCK,Lakeshore
,TRUCK,Lincoln Park
,TRUCK,Lone Mountain/USF
,TRUCK,Marina
,TRUCK,McLaren Park
,TRUCK,Mission
,TRUCK,Mission Bay
,TRUCK,Nob Hill
,TRUCK,Noe Valley
,TRUCK,North Beach
,TRUCK,Oceanview/Merced/Ingleside
,TRUCK,Outer Mission
,TRUCK,Outer Richmond
,TRUCK,Pacific Heights
,TRUCK,Portola
,TRUCK,Potrero Hill
,TRUCK,Presidio
,TRUCK,Presidio Heights
,TRUCK,Russian Hill
,TRUCK,Seacliff
,TRUCK,South of Market
,TRUCK,Sunset/Parkside
,TRUCK,Tenderloin
,TRUCK,Treasure Island
,TRUCK,Twin Peaks
,TRUCK,Visitacion Valley
,TRUCK,Western Addition
,TRUCK,West of Twin Peaks